source_file,metric_canonical,target_label_5,count,pct
merge_model_metric.jsonl,Content Relevance & Scope Control,3,1,9e-06
merge_model_metric.jsonl,Content Relevance & Scope Control,4,39,0.000366
merge_model_metric.jsonl,Content Relevance & Scope Control,5,807,0.007581
merge_model_metric.jsonl,Domain Knowledge Accuracy,4,4,3.8e-05
merge_model_metric.jsonl,Domain Knowledge Accuracy,5,431,0.004049
merge_model_metric.jsonl,Error Identification & Correction Precision,3,1,9e-06
merge_model_metric.jsonl,Error Identification & Correction Precision,5,189,0.001775
merge_model_metric.jsonl,Higher-Order Thinking & Skill Development,2,7,6.6e-05
merge_model_metric.jsonl,Higher-Order Thinking & Skill Development,3,56,0.000526
merge_model_metric.jsonl,Higher-Order Thinking & Skill Development,4,188,0.001766
merge_model_metric.jsonl,Higher-Order Thinking & Skill Development,5,199,0.001869
merge_model_metric.jsonl,Instruction Following & Task Completion,1,9,8.5e-05
merge_model_metric.jsonl,Instruction Following & Task Completion,2,1,9e-06
merge_model_metric.jsonl,Instruction Following & Task Completion,3,6,5.6e-05
merge_model_metric.jsonl,Instruction Following & Task Completion,4,64,0.000601
merge_model_metric.jsonl,Instruction Following & Task Completion,5,1209,0.011357
merge_model_metric.jsonl,"Motivation, Guidance & Positive Feedback",2,21,0.000197
merge_model_metric.jsonl,"Motivation, Guidance & Positive Feedback",3,31,0.000291
merge_model_metric.jsonl,"Motivation, Guidance & Positive Feedback",4,74,0.000695
merge_model_metric.jsonl,"Motivation, Guidance & Positive Feedback",5,191,0.001794
merge_model_metric.jsonl,"Personalization, Adaptation & Learning Support",4,20,0.000188
merge_model_metric.jsonl,"Personalization, Adaptation & Learning Support",5,401,0.003767
merge_model_metric.jsonl,Reasoning Process Rigor,1,3,2.8e-05
merge_model_metric.jsonl,Reasoning Process Rigor,3,26,0.000244
merge_model_metric.jsonl,Reasoning Process Rigor,4,30,0.000282
merge_model_metric.jsonl,Reasoning Process Rigor,5,403,0.003786
merge_model_metric.jsonl,Role & Tone Consistency,5,316,0.002968
merge_model_metric.jsonl,Scenario Element Integration,3,7,6.6e-05
merge_model_metric.jsonl,Scenario Element Integration,4,63,0.000592
merge_model_metric.jsonl,Scenario Element Integration,5,530,0.004979
missing,missing,missing,4,3.8e-05
missing,non_edubench_task_score_review_only,missing,2,1.9e-05
sampled_merge_50_new.json,Basic Factual Accuracy,1,100,0.000939
sampled_merge_50_new.json,Basic Factual Accuracy,2,100,0.000939
sampled_merge_50_new.json,Basic Factual Accuracy,3,100,0.000939
sampled_merge_50_new.json,Basic Factual Accuracy,4,100,0.000939
sampled_merge_50_new.json,Basic Factual Accuracy,5,100,0.000939
sampled_merge_50_new.json,"Clarity, Simplicity & Inspiration",1,100,0.000939
sampled_merge_50_new.json,"Clarity, Simplicity & Inspiration",2,100,0.000939
sampled_merge_50_new.json,"Clarity, Simplicity & Inspiration",3,100,0.000939
sampled_merge_50_new.json,"Clarity, Simplicity & Inspiration",4,100,0.000939
sampled_merge_50_new.json,"Clarity, Simplicity & Inspiration",5,100,0.000939
sampled_merge_50_new.json,Content Relevance & Scope Control,1,100,0.000939
sampled_merge_50_new.json,Content Relevance & Scope Control,2,100,0.000939
sampled_merge_50_new.json,Content Relevance & Scope Control,3,100,0.000939
sampled_merge_50_new.json,Content Relevance & Scope Control,4,100,0.000939
sampled_merge_50_new.json,Content Relevance & Scope Control,5,100,0.000939
sampled_merge_50_new.json,Domain Knowledge Accuracy,1,100,0.000939
sampled_merge_50_new.json,Domain Knowledge Accuracy,2,100,0.000939
sampled_merge_50_new.json,Domain Knowledge Accuracy,3,100,0.000939
sampled_merge_50_new.json,Domain Knowledge Accuracy,4,100,0.000939
sampled_merge_50_new.json,Domain Knowledge Accuracy,5,100,0.000939
sampled_merge_50_new.json,Error Identification & Correction Precision,1,100,0.000939
sampled_merge_50_new.json,Error Identification & Correction Precision,2,100,0.000939
sampled_merge_50_new.json,Error Identification & Correction Precision,3,100,0.000939
sampled_merge_50_new.json,Error Identification & Correction Precision,4,100,0.000939
sampled_merge_50_new.json,Error Identification & Correction Precision,5,100,0.000939
sampled_merge_50_new.json,Higher-Order Thinking & Skill Development,1,100,0.000939
sampled_merge_50_new.json,Higher-Order Thinking & Skill Development,2,100,0.000939
sampled_merge_50_new.json,Higher-Order Thinking & Skill Development,3,100,0.000939
sampled_merge_50_new.json,Higher-Order Thinking & Skill Development,4,100,0.000939
sampled_merge_50_new.json,Higher-Order Thinking & Skill Development,5,100,0.000939
sampled_merge_50_new.json,Instruction Following & Task Completion,1,100,0.000939
sampled_merge_50_new.json,Instruction Following & Task Completion,2,100,0.000939
sampled_merge_50_new.json,Instruction Following & Task Completion,3,100,0.000939
sampled_merge_50_new.json,Instruction Following & Task Completion,4,100,0.000939
sampled_merge_50_new.json,Instruction Following & Task Completion,5,100,0.000939
sampled_merge_50_new.json,"Motivation, Guidance & Positive Feedback",1,100,0.000939
sampled_merge_50_new.json,"Motivation, Guidance & Positive Feedback",2,100,0.000939
sampled_merge_50_new.json,"Motivation, Guidance & Positive Feedback",3,100,0.000939
sampled_merge_50_new.json,"Motivation, Guidance & Positive Feedback",4,100,0.000939
sampled_merge_50_new.json,"Motivation, Guidance & Positive Feedback",5,100,0.000939
sampled_merge_50_new.json,"Personalization, Adaptation & Learning Support",1,100,0.000939
sampled_merge_50_new.json,"Personalization, Adaptation & Learning Support",2,100,0.000939
sampled_merge_50_new.json,"Personalization, Adaptation & Learning Support",3,100,0.000939
sampled_merge_50_new.json,"Personalization, Adaptation & Learning Support",4,100,0.000939
sampled_merge_50_new.json,"Personalization, Adaptation & Learning Support",5,100,0.000939
sampled_merge_50_new.json,Reasoning Process Rigor,1,100,0.000939
sampled_merge_50_new.json,Reasoning Process Rigor,2,100,0.000939
sampled_merge_50_new.json,Reasoning Process Rigor,3,100,0.000939
sampled_merge_50_new.json,Reasoning Process Rigor,4,100,0.000939
sampled_merge_50_new.json,Reasoning Process Rigor,5,100,0.000939
sampled_merge_50_new.json,Role & Tone Consistency,1,100,0.000939
sampled_merge_50_new.json,Role & Tone Consistency,2,100,0.000939
sampled_merge_50_new.json,Role & Tone Consistency,3,100,0.000939
sampled_merge_50_new.json,Role & Tone Consistency,4,100,0.000939
sampled_merge_50_new.json,Role & Tone Consistency,5,100,0.000939
sampled_merge_50_new.json,Scenario Element Integration,1,100,0.000939
sampled_merge_50_new.json,Scenario Element Integration,2,100,0.000939
sampled_merge_50_new.json,Scenario Element Integration,3,100,0.000939
sampled_merge_50_new.json,Scenario Element Integration,4,100,0.000939
sampled_merge_50_new.json,Scenario Element Integration,5,100,0.000939
sampled_merge_50_new_swift.json,Basic Factual Accuracy,1,100,0.000939
sampled_merge_50_new_swift.json,Basic Factual Accuracy,2,100,0.000939
sampled_merge_50_new_swift.json,Basic Factual Accuracy,3,100,0.000939
sampled_merge_50_new_swift.json,Basic Factual Accuracy,4,100,0.000939
sampled_merge_50_new_swift.json,Basic Factual Accuracy,5,100,0.000939
sampled_merge_50_new_swift.json,"Clarity, Simplicity & Inspiration",1,100,0.000939
sampled_merge_50_new_swift.json,"Clarity, Simplicity & Inspiration",2,100,0.000939
sampled_merge_50_new_swift.json,"Clarity, Simplicity & Inspiration",3,100,0.000939
sampled_merge_50_new_swift.json,"Clarity, Simplicity & Inspiration",4,100,0.000939
sampled_merge_50_new_swift.json,"Clarity, Simplicity & Inspiration",5,100,0.000939
sampled_merge_50_new_swift.json,Content Relevance & Scope Control,1,100,0.000939
sampled_merge_50_new_swift.json,Content Relevance & Scope Control,2,100,0.000939
sampled_merge_50_new_swift.json,Content Relevance & Scope Control,3,100,0.000939
sampled_merge_50_new_swift.json,Content Relevance & Scope Control,4,100,0.000939
sampled_merge_50_new_swift.json,Content Relevance & Scope Control,5,100,0.000939
sampled_merge_50_new_swift.json,Domain Knowledge Accuracy,1,100,0.000939
sampled_merge_50_new_swift.json,Domain Knowledge Accuracy,2,100,0.000939
sampled_merge_50_new_swift.json,Domain Knowledge Accuracy,3,100,0.000939
sampled_merge_50_new_swift.json,Domain Knowledge Accuracy,4,100,0.000939
sampled_merge_50_new_swift.json,Domain Knowledge Accuracy,5,100,0.000939
sampled_merge_50_new_swift.json,Error Identification & Correction Precision,1,100,0.000939
sampled_merge_50_new_swift.json,Error Identification & Correction Precision,2,100,0.000939
sampled_merge_50_new_swift.json,Error Identification & Correction Precision,3,100,0.000939
sampled_merge_50_new_swift.json,Error Identification & Correction Precision,4,100,0.000939
sampled_merge_50_new_swift.json,Error Identification & Correction Precision,5,100,0.000939
sampled_merge_50_new_swift.json,Higher-Order Thinking & Skill Development,1,100,0.000939
sampled_merge_50_new_swift.json,Higher-Order Thinking & Skill Development,2,100,0.000939
sampled_merge_50_new_swift.json,Higher-Order Thinking & Skill Development,3,100,0.000939
sampled_merge_50_new_swift.json,Higher-Order Thinking & Skill Development,4,100,0.000939
sampled_merge_50_new_swift.json,Higher-Order Thinking & Skill Development,5,100,0.000939
sampled_merge_50_new_swift.json,Instruction Following & Task Completion,1,100,0.000939
sampled_merge_50_new_swift.json,Instruction Following & Task Completion,2,100,0.000939
sampled_merge_50_new_swift.json,Instruction Following & Task Completion,3,100,0.000939
sampled_merge_50_new_swift.json,Instruction Following & Task Completion,4,100,0.000939
sampled_merge_50_new_swift.json,Instruction Following & Task Completion,5,100,0.000939
sampled_merge_50_new_swift.json,"Motivation, Guidance & Positive Feedback",1,100,0.000939
sampled_merge_50_new_swift.json,"Motivation, Guidance & Positive Feedback",2,100,0.000939
sampled_merge_50_new_swift.json,"Motivation, Guidance & Positive Feedback",3,100,0.000939
sampled_merge_50_new_swift.json,"Motivation, Guidance & Positive Feedback",4,100,0.000939
sampled_merge_50_new_swift.json,"Motivation, Guidance & Positive Feedback",5,100,0.000939
sampled_merge_50_new_swift.json,"Personalization, Adaptation & Learning Support",1,100,0.000939
sampled_merge_50_new_swift.json,"Personalization, Adaptation & Learning Support",2,100,0.000939
sampled_merge_50_new_swift.json,"Personalization, Adaptation & Learning Support",3,100,0.000939
sampled_merge_50_new_swift.json,"Personalization, Adaptation & Learning Support",4,100,0.000939
sampled_merge_50_new_swift.json,"Personalization, Adaptation & Learning Support",5,100,0.000939
sampled_merge_50_new_swift.json,Reasoning Process Rigor,1,100,0.000939
sampled_merge_50_new_swift.json,Reasoning Process Rigor,2,100,0.000939
sampled_merge_50_new_swift.json,Reasoning Process Rigor,3,100,0.000939
sampled_merge_50_new_swift.json,Reasoning Process Rigor,4,100,0.000939
sampled_merge_50_new_swift.json,Reasoning Process Rigor,5,100,0.000939
sampled_merge_50_new_swift.json,Role & Tone Consistency,1,100,0.000939
sampled_merge_50_new_swift.json,Role & Tone Consistency,2,100,0.000939
sampled_merge_50_new_swift.json,Role & Tone Consistency,3,100,0.000939
sampled_merge_50_new_swift.json,Role & Tone Consistency,4,100,0.000939
sampled_merge_50_new_swift.json,Role & Tone Consistency,5,100,0.000939
sampled_merge_50_new_swift.json,Scenario Element Integration,1,100,0.000939
sampled_merge_50_new_swift.json,Scenario Element Integration,2,100,0.000939
sampled_merge_50_new_swift.json,Scenario Element Integration,3,100,0.000939
sampled_merge_50_new_swift.json,Scenario Element Integration,4,100,0.000939
sampled_merge_50_new_swift.json,Scenario Element Integration,5,100,0.000939
