rubric_unit_id_hash,quote_coverage,criterion_count,compiled_token_length
exp41a_ru_bc8ebc9c07a53657d21be55c,0.9361702127659575,11,253
exp41a_ru_bd13a8c6a95ba8d1f66a51ac,0.6811594202898551,12,249
exp41a_ru_bd3e1e95b70569fc0fba5e55,0.95,10,227
exp41a_ru_bd6d23dcb51aaba3e771c394,0.9230769230769231,12,246
exp41a_ru_bd99b8695de30eab3bca7955,0.8301886792452831,11,180
exp41a_ru_bea4780aa27d3dbe8a30c7cc,0.7,6,250
exp41a_ru_bed8015fdda1a48a685c0b94,0.925531914893617,11,251
exp41a_ru_bf8957993082d2e61557878d,0.9418604651162791,12,197
exp41a_ru_bfdcd906adbe66002acf519d,0.9038461538461539,5,250
exp41a_ru_c036d90f6c453e6a3836b158,0.9186046511627907,5,170
exp41a_ru_c0769a82c4ee717bea76bc5c,0.8372093023255814,12,240
exp41a_ru_c112cde81b153963684ee30e,0.8831168831168831,5,247
exp41a_ru_c1213a6ccf968630294d1acd,0.660377358490566,7,203
exp41a_ru_c122d2f3da2eec6c1b6fb37b,0.8301886792452831,11,177
exp41a_ru_c15093e774349b23b2a6bd5d,0.9038461538461539,5,235
exp41a_ru_c19f206f22af85b4d4584fff,0.8985507246376812,12,252
exp41a_ru_c1dab98b24579eb3811f03f1,0.9113924050632911,11,176
exp41a_ru_c1e118028c6897b0c32bc3ad,0.6086956521739131,11,240
exp41a_ru_c1ef7e1374dd35be7f7dace1,0.8985507246376812,12,251
exp41a_ru_c24081878f9ec7714a6de009,0.927536231884058,10,229
exp41a_ru_c25428e6f7f5afc827b0ebc8,0.9038461538461539,5,240
exp41a_ru_c297647d964c51594014b183,0.775,7,232
exp41a_ru_c324b3c413d9228148741468,0.9206349206349206,12,249
exp41a_ru_c32e15241729fbe507217bcc,0.8571428571428571,10,178
exp41a_ru_c3947db071c9ae45fbd2464b,0.9206349206349206,12,249
exp41a_ru_c3b6cea4539755dbde74342b,0.9444444444444444,10,209
exp41a_ru_c43492401990db0658bda5de,0.9180327868852459,11,232
exp41a_ru_c44c21f007141db10afcbca2,0.9230769230769231,12,246
exp41a_ru_c496d53c2e7dc472b2f46308,0.8791208791208791,12,184
exp41a_ru_c4bb8fe9154ae7cb3f79fbb2,0.927536231884058,10,227
exp41a_ru_c4deb2739906025a31a29fa8,0.9367088607594937,10,194
exp41a_ru_c4e4f9ae99f4e85f6c16ef14,0.9361702127659575,11,253
exp41a_ru_c4f0df9847d5dff356c6294d,0.9038461538461539,5,240
exp41a_ru_c5415106af74ee092d705132,0.8372093023255814,12,243
exp41a_ru_c557b8867881b6662ee31184,0.7362637362637363,10,190
exp41a_ru_c5f9a94bf4bdd67ca607ab04,0.8831168831168831,5,190
exp41a_ru_c60c5f720e7aaaacbfceb23d,0.90625,8,235
exp41a_ru_c61559c0ab95811d3b571fc3,0.7875,8,194
exp41a_ru_c618207139d05095ed9f02af,0.8985507246376812,12,237
exp41a_ru_c644ee340b40002b1079c1a4,0.9361702127659575,11,246
exp41a_ru_c658076e3a9bbc6c5fb16e92,0.9484536082474226,8,251
exp41a_ru_c761ee9757db07f81ba98044,0.9484536082474226,8,250
exp41a_ru_c789bd07562f34acdc785f58,0.9361702127659575,11,253
exp41a_ru_c7edc989103fee7b706ebfb9,0.935064935064935,5,201
exp41a_ru_c890e6ab73ea3ef0895e83e1,0.875,10,227
exp41a_ru_c91c9a32eff1f3be2b40c0f2,0.925531914893617,12,196
exp41a_ru_c93e561a1c7c19cb4c563278,0.9444444444444444,10,204
exp41a_ru_c9a4ca25030a6c51304e0518,0.9230769230769231,12,247
exp41a_ru_c9d07caa33649c8ea1158c5e,0.696969696969697,11,236
exp41a_ru_ca005e1d3a2f4323a2a3e98d,0.9038461538461539,5,241
exp41a_ru_ca3ce4bdad2d7d2e91b068b1,0.9166666666666666,10,228
exp41a_ru_ca868dee4ba8d98ebbe866d4,0.9444444444444444,10,213
exp41a_ru_ca89846c0f34948f95a5e4aa,0.94,12,247
exp41a_ru_cb28e47c7999b8aba92675f4,0.872093023255814,12,252
exp41a_ru_cb5ab6b4a92c7072bded3b39,0.90625,8,236
exp41a_ru_cbfe38662af0e3a48689d076,0.925531914893617,12,197
exp41a_ru_cc4ec1f0afaf032e2627ba1a,0.7790697674418605,12,202
exp41a_ru_ccb40155f6329d7c31794357,0.7924528301886793,7,218
exp41a_ru_ccbc88b1c813fc609a43ea8f,0.9038461538461539,5,245
exp41a_ru_ccd6d9bbea884d37edf841ac,0.9038461538461539,5,246
exp41a_ru_cd3a757d8e82006c0465c259,0.9180327868852459,11,232
exp41a_ru_cd67e531773befdf89f91dd3,0.7362637362637363,10,249
exp41a_ru_cd6c31a98bfd67a3d377a3ca,0.95,10,255
exp41a_ru_cdae9bb3a91616f083113fa3,0.7,8,253
exp41a_ru_cdccdb4de83ef65e377ddcfb,0.7096774193548387,10,243
exp41a_ru_ce3072c077cd69c267e676e9,0.927536231884058,10,229
exp41a_ru_ce7ecb9d0e62c6ecda5216fc,0.9186046511627907,5,192
exp41a_ru_ce82273a115c297931ccfd4b,0.9230769230769231,12,248
exp41a_ru_ce8736499ffc40309eb913bf,0.8787878787878788,12,191
exp41a_ru_cf34b23823d498814e28e766,0.9375,10,214
exp41a_ru_cf57032b41ff90c28498173e,0.925,10,188
exp41a_ru_cff1bfd13511d73e5c4e22b0,0.6818181818181818,11,234
exp41a_ru_d070c0fcee1ff3c96deba735,0.8985507246376812,12,251
exp41a_ru_d0f0ef3ee65178d6b0bda84e,0.813953488372093,12,189
exp41a_ru_d101403417e6b3b0ea02d2eb,0.9056603773584906,6,215
exp41a_ru_d14b96481a9f4827d8dfd973,0.935064935064935,5,203
exp41a_ru_d18bb4f3254e10926cd10c44,0.6515151515151515,10,225
exp41a_ru_d214d075bd336d55f995e87b,0.9230769230769231,12,247
exp41a_ru_d2775f27ac00c3405e5c468e,0.927536231884058,10,229
exp41a_ru_d27916f790fb58f7bebf7094,0.9032258064516129,12,229
exp41a_ru_d2a7733b53bc6f99eb7d364c,0.6060606060606061,10,223
exp41a_ru_d2e23644becc0e313ec02ca0,0.9375,10,204
exp41a_ru_d31d52957d50c9d7967ca342,0.8181818181818182,12,255
exp41a_ru_d36f53c909873dd84763f703,0.7659574468085106,12,221
exp41a_ru_d38d7f5558e91fe2f1588260,0.8985507246376812,12,246
exp41a_ru_d3b4a159910929cbb83e36bf,0.8571428571428571,10,178
exp41a_ru_d4243d12b536c5101e77083a,0.9230769230769231,12,247
exp41a_ru_d4311f70702fb3d909400ea7,0.9230769230769231,12,248
exp41a_ru_d4405fe9570d8167c674fe98,0.9166666666666666,10,228
exp41a_ru_d4b8e735ba728a0c3475bb36,0.8372093023255814,12,208
exp41a_ru_d4c208f39e8a5b5c8a4e464d,0.9230769230769231,12,246
exp41a_ru_d4cfbb768fe7a3bc92a2e0b1,0.9375,12,202
exp41a_ru_d533c4c0b8712f5672eb5d93,0.8255813953488372,12,202
exp41a_ru_d553c8b5fd74141ab0a092ab,0.9361702127659575,11,253
exp41a_ru_d56a607fc73b76d8aab91a20,0.9056603773584906,9,247
exp41a_ru_d56e8d8a61618f3d90eb5d65,0.9375,10,205
exp41a_ru_d57922d6adce64d4aea8e3f6,0.9056603773584906,6,218
exp41a_ru_d58b5b99ab91a91a3f9b91be,0.9375,11,183
exp41a_ru_d5a99db3c4106c13d7399514,0.775,7,242
exp41a_ru_d5df9fd6e3dc628134baec88,0.9484536082474226,8,185
exp41a_ru_d623c95773cd09572cf15f44,0.8985507246376812,12,245
exp41a_ru_d62d022799c6de9c7ce4b0a5,0.7790697674418605,12,236
exp41a_ru_d64bb60e062f45bb63972318,0.8985507246376812,12,236
exp41a_ru_d6b41822e2c55c99bdfe632a,0.9117647058823529,11,237
exp41a_ru_d6c67222e6db73bb1b78555f,0.7,9,217
exp41a_ru_d6cbabe4f0313e9423e0c9b2,0.925531914893617,11,250
exp41a_ru_d6d86711d62cf99132312953,0.8823529411764706,10,240
exp41a_ru_d6e6b09ca089a94abc8414b1,0.925531914893617,11,254
exp41a_ru_d71259c4df2362683b3285dd,0.7362637362637363,10,255
exp41a_ru_d7257f038029b66f5b6ecbc5,0.8831168831168831,5,250
exp41a_ru_d76a242ee2b545d9adb3af2a,0.9418604651162791,12,190
exp41a_ru_d8ee3d44e703d8711198f638,0.7553191489361702,12,212
exp41a_ru_d8ff5461e79226681c585c62,0.9418604651162791,12,195
exp41a_ru_d927f211e785428854758209,0.825,12,191
exp41a_ru_d97cabf24f924fdd8c48fce1,0.7802197802197802,7,225
exp41a_ru_d9ae08af6c44261b381ca361,0.9484536082474226,8,253
exp41a_ru_d9cb3bbec4e0ff3b278d6bb5,0.7362637362637363,10,251
exp41a_ru_d9fad4d8c082825be717a98a,0.6976744186046512,11,230
exp41a_ru_da4ad092a82e18fb713c4898,0.927536231884058,10,229
exp41a_ru_daacb74460b09a720a072ad9,0.90625,8,236
exp41a_ru_dae6fd5f29104e0c12232175,0.9166666666666666,11,255
exp41a_ru_db1e6af10e61aa6c2e466423,0.6515151515151515,10,219
exp41a_ru_db48950d1d8577fd154e45b2,0.6329113924050633,9,254
exp41a_ru_db69cfea3ae6d59119e9f803,0.9166666666666666,10,228
exp41a_ru_dbc146434997c199755dc1ab,0.927536231884058,5,191
exp41a_ru_dbc2bab1ce12cc0771d6d078,0.9038461538461539,5,235
exp41a_ru_dc2789f96cdccecff06d661b,0.9113924050632911,11,176
exp41a_ru_dca5c9eac429ddc981267258,0.83,8,211
exp41a_ru_dcce677c786b027c2d174a15,0.825,12,191
exp41a_ru_dd537b7c2a7d366970083d11,0.9038461538461539,5,245
exp41a_ru_ddd781ee5b4649ba07570898,0.935064935064935,5,256
exp41a_ru_de3949a7ba5b9558133132d5,0.8679245283018868,8,250
exp41a_ru_de641422d4766fb3ab599a47,0.9206349206349206,12,249
exp41a_ru_de7d9869afbc2906fe47cebd,0.9367088607594937,11,194
exp41a_ru_df05adeb577afd4e29e5f9ad,0.9038461538461539,5,251
exp41a_ru_df56f505fb789a79e7a259be,0.927536231884058,10,229
exp41a_ru_df8c4ec4eae33f99851da8b9,0.9375,11,183
exp41a_ru_dfbbcf5efaa1ee6d837605e0,0.8860759493670886,12,196
exp41a_ru_dfd2856edf7b90d9eef07752,0.925531914893617,11,248
exp41a_ru_dfe9db8c4138008fcb9419ad,0.925531914893617,11,250
exp41a_ru_e06e3bae9e4697573539e7ea,0.8255813953488372,12,209
exp41a_ru_e07df276973267fe4f31f8b4,0.6612903225806451,7,206
exp41a_ru_e0896ecc966ac288c5f88bb9,0.7906976744186046,12,193
exp41a_ru_e0c6f4acf57c607de76ff3da,0.9117647058823529,10,237
exp41a_ru_e0e587d0c61a3ae88d7bc8e4,0.8831168831168831,5,250
exp41a_ru_e0ece2b4e7836684e22c87ce,0.90625,8,236
exp41a_ru_e1eabf31996afd533b1a4b6b,0.935064935064935,5,256
exp41a_ru_e202beb4de2aecc216f93980,0.925531914893617,11,256
exp41a_ru_e21b18389c5aa5d9ca6d82b5,0.813953488372093,12,252
exp41a_ru_e28b838042d3b4bd8bd863f6,0.6612903225806451,7,206
exp41a_ru_e297607b20d4019d1e61c237,0.9361702127659575,11,247
exp41a_ru_e31987edd96cada97e9fb55b,0.9206349206349206,12,249
exp41a_ru_e334f94b5366d37a09fb8365,0.9230769230769231,12,247
exp41a_ru_e38efa1a88887135b8358ab6,0.9038461538461539,5,242
exp41a_ru_e3e539023bed04bb45e87746,0.94,12,252
exp41a_ru_e4dd606e30cd94ce4f9cbe20,0.825,12,191
exp41a_ru_e501d69de85c986f5bec3636,0.9652777777777778,5,148
exp41a_ru_e5696fe2e11298dbf73a9762,0.9381443298969072,8,253
exp41a_ru_e5bd4301a794ced3b61968ae,0.7790697674418605,12,255
exp41a_ru_e5c924d8ac5906ff6881e96f,0.8831168831168831,5,200
exp41a_ru_e601753b56a6ab71624102f4,0.775,7,240
exp41a_ru_e6152fc39f07c64a6b078dfe,0.9056603773584906,9,239
exp41a_ru_e624dd82472fa914eb192905,0.8831168831168831,5,252
exp41a_ru_e6f978edc951e12a0bd76944,0.90625,8,236
exp41a_ru_e721d6e883f786a56704b66f,0.9038461538461539,5,236
exp41a_ru_e72b264dcd7c75d3dda5ae84,0.7906976744186046,12,193
exp41a_ru_e733c62db4f0b06da0c4adcd,0.7903225806451613,12,187
exp41a_ru_e829bd04cbca8411b77d64fc,0.927536231884058,10,228
exp41a_ru_e82cda48f09f08b9e571e993,0.9166666666666666,10,225
exp41a_ru_e882308159591f4b49980b5a,0.9,9,180
exp41a_ru_e889bb3ec8739e9d6f247b2e,0.875,10,233
exp41a_ru_e8d5329707fc1a369729fb0c,0.927536231884058,10,229
exp41a_ru_e8d8de95b60dc540d0c679ee,0.6060606060606061,10,223
exp41a_ru_e8e7dcc9ad90b312dda4291a,0.8985507246376812,12,248
exp41a_ru_e8f3c6ff95ac212f2e34b45e,0.9240506329113924,11,193
exp41a_ru_e9023ca07656ac232c3658f6,0.6612903225806451,7,206
exp41a_ru_e92001336e6790df86e1651a,0.9242424242424242,5,220
exp41a_ru_e936bca40e68703e455b9df6,0.9038461538461539,5,245
exp41a_ru_e95c96d6a540200d4e2ed021,0.9038461538461539,5,249
exp41a_ru_e98a12f05fabe8f2d7ac032b,0.935064935064935,5,248
exp41a_ru_e9b045cca59bdd481483a2d7,0.94,11,211
exp41a_ru_e9bb83ea4bd3f2b3a5945d2c,0.825,10,255
exp41a_ru_e9ca427cf6786fb71230e015,0.8301886792452831,11,180
exp41a_ru_e9d1038a8cc17c8dedf646b7,0.9056603773584906,9,242
exp41a_ru_ea2beac0c1a71bd04b64d8b6,0.925531914893617,11,254
exp41a_ru_ea4ddba48593bd8935c6adc7,0.925531914893617,12,196
exp41a_ru_eadab765bed7d5ba5093a130,0.8405797101449275,10,240
exp41a_ru_eadb1a44cb10ef90dfbf911a,0.9484536082474226,8,255
exp41a_ru_eae0b0f1d915df812a4c8280,0.6811594202898551,12,249
exp41a_ru_eb32cecce1a73c956eb9020d,0.7096774193548387,7,206
exp41a_ru_eb70c46d5a30aad46d9b75cd,0.8831168831168831,5,245
exp41a_ru_ebc81c038bc8d8d7f412b1d1,0.8823529411764706,9,253
exp41a_ru_ebf4fe9aa71f3f96bfee8835,0.94,11,233
exp41a_ru_ebfea567336b951fcba59527,0.9180327868852459,11,235
exp41a_ru_ec41dbaf507a0e7ef7bdf534,0.935064935064935,5,256
exp41a_ru_ec5062784415c5c2414ba980,0.620253164556962,8,168
exp41a_ru_ec752423f223d1d5982e9b5b,0.9038461538461539,5,240
exp41a_ru_ec7b80bd29aae29d51ec0392,0.775,7,233
exp41a_ru_ed3202685542c8d3ff1806b0,0.9056603773584906,9,242
exp41a_ru_edf6dd25ee481489ccad8489,0.6075949367088608,8,254
exp41a_ru_ee07cf1db36ff895755115b1,0.8333333333333334,12,217
exp41a_ru_ee2bf022b9390681dcc796d6,0.9230769230769231,10,246
exp41a_ru_ee4b70339f646be961773c75,0.9038461538461539,5,250
exp41a_ru_ee4c52a65ab6f87fb4aea520,0.9444444444444444,10,209
exp41a_ru_eed40e4effb1a61d1e1ca27d,0.925531914893617,11,253
exp41a_ru_eefd06562ec0464cdb5e0647,0.8051948051948052,5,232
exp41a_ru_ef675b7623ac5ec1087f4a3f,0.9056603773584906,6,215
exp41a_ru_ef791b0ce09f64bbc43f6dd3,0.8297872340425532,12,194
exp41a_ru_ef82f013371d93a8a284e232,0.8372093023255814,12,217
exp41a_ru_efbf5441e0c14da173ff04f7,0.9180327868852459,11,256
exp41a_ru_efd0935e0347871a68d18b18,0.8734177215189873,11,168
exp41a_ru_efdf867a258f204fb3bf4602,0.9230769230769231,12,246
exp41a_ru_f0052a43b6f593b7583bf5e8,0.825,12,256
exp41a_ru_f0650998f23e7687109ece82,0.9166666666666666,10,228
exp41a_ru_f08dc5de17b5c51d077ee27b,0.7,9,223
exp41a_ru_f0f8c3a6a8f9a7d7f83fd693,0.9,10,180
exp41a_ru_f10f6284696546e7b2a451e0,0.9230769230769231,12,246
exp41a_ru_f1b64fb98e8cd006bb716574,0.7,9,220
exp41a_ru_f2f579205e0082f4baae44d5,0.94,11,238
exp41a_ru_f316ff39a7c2d8162db52564,0.9180327868852459,11,255
exp41a_ru_f331ded4f3cf4b46b85f1d26,0.9120879120879121,12,203
exp41a_ru_f38df336584f57e631ce4447,0.925531914893617,11,251
exp41a_ru_f3f5e80b8ce5c3c55d737a7e,0.9484536082474226,8,253
exp41a_ru_f42b56d5a10502f8a61dffbf,0.9361702127659575,11,245
exp41a_ru_f44311f68af7b088e9a5a15c,0.9230769230769231,12,246
exp41a_ru_f4b9975fcca6c10c1914db4f,0.90625,8,235
exp41a_ru_f4e77d15a6c4ac0b4abc98ac,0.925531914893617,11,248
exp41a_ru_f4ebfa08860e94157f5270b9,0.6060606060606061,10,238
exp41a_ru_f521d2b203db987b74edb599,0.9056603773584906,9,247
exp41a_ru_f5713d9c063601c779ba90b9,0.9240506329113924,11,193
exp41a_ru_f5d1ff00d6b0c610655c6a41,0.8333333333333334,12,250
exp41a_ru_f63ef7913e927637d86cc492,0.9038461538461539,5,245
exp41a_ru_f67e1afe4f5dd35ce7bc32e5,0.8181818181818182,12,255
exp41a_ru_f68c082ddb576b5deb7658a6,0.9038461538461539,5,240
exp41a_ru_f714a941e23080bd01e30def,0.660377358490566,7,206
exp41a_ru_f7a244f915aa3544456a4225,0.9418604651162791,5,206
exp41a_ru_f7ddf69b1208d20bdd7d69db,0.9056603773584906,9,247
exp41a_ru_f84e724210fe8e61fd54c706,0.6376811594202898,12,190
exp41a_ru_f85992f7a3088cd3c2e911e8,0.9361702127659575,11,253
exp41a_ru_f85e9732cbe04fc65d6ccbc5,0.9038461538461539,5,251
exp41a_ru_f861383169932152fa8e364b,0.9180327868852459,11,256
exp41a_ru_f86d0f83a38b42207680b466,0.7580645161290323,7,205
exp41a_ru_f8840d6a7b824e0be35efb8b,0.8051948051948052,5,240
exp41a_ru_f885d2f6eb98f85946dd3986,0.9056603773584906,6,215
exp41a_ru_f89405eb711b9c759159054c,0.7341772151898734,8,168
exp41a_ru_f8d16d70f3e65eb915de8024,0.9113924050632911,11,193
exp41a_ru_f8e726719ce44b91e53aaaf2,0.6060606060606061,10,223
exp41a_ru_f8f4857def6c4f3a7e67ed6d,0.9340659340659341,5,216
exp41a_ru_f8f97f3f780b7bbf8ae9c79c,0.825,10,188
exp41a_ru_f90df7b8446e1ed58b89a64f,0.9375,11,199
exp41a_ru_f96ee9eaeedef6bc49b32eab,0.9240506329113924,8,196
exp41a_ru_f9a9008d15dbc0bf9a823b64,0.925,10,180
exp41a_ru_f9c24f29b27920ca5e6a912b,0.8823529411764706,9,254
exp41a_ru_fa0e788382e8c9a513a2e77d,0.875,10,227
exp41a_ru_fa14b0faf659139f6d3dcd87,0.8823529411764706,10,240
exp41a_ru_fa47a3101e9e74010df46b78,0.782608695652174,12,192
exp41a_ru_fa5c8ab075bec90fae1a3990,0.8985507246376812,12,247
exp41a_ru_fa623bb3d0a5e15a34b76c48,0.9180327868852459,11,250
exp41a_ru_fa7d436a1672b2c4e18e9bee,0.925531914893617,12,196
exp41a_ru_faa20cce85ef2586ff05ed5a,0.775,7,250
exp41a_ru_faa806093df460564c2b5f92,0.925531914893617,12,197
exp41a_ru_fad3839e6fde49ecbd2f7c3e,0.8985507246376812,12,251
exp41a_ru_faddf4a5ef45e4e614666ad4,0.925531914893617,11,251
exp41a_ru_fafa04dd3f82dc8a7fe09f2b,0.6515151515151515,11,245
exp41a_ru_fb0a0d725bfd2e0a5ebb3825,0.9038461538461539,5,240
exp41a_ru_fb65dcc1f7476ef37d52b267,0.9361702127659575,11,253
exp41a_ru_fb896536a40cb8bc5915d603,0.9242424242424242,10,204
exp41a_ru_fb8ef233ea5c8c854738fbec,0.9230769230769231,12,248
exp41a_ru_fbe9f7016bceb44637bc6c5d,0.7362637362637363,10,249
exp41a_ru_fc50c810ba4ca49f9bbcb248,0.9444444444444444,10,209
exp41a_ru_fc7f84ac6d9bb51d96b2ff76,0.927536231884058,10,229
exp41a_ru_fc99ab9c64da0f768c2a2fb8,0.7790697674418605,12,247
exp41a_ru_fccd03920a232b06ec90472f,0.8936170212765957,11,241
exp41a_ru_fd1538f6090905fc4ae25c29,0.94,11,187
exp41a_ru_fd2ea22d46b7f5af32cff0d3,0.7,10,245
exp41a_ru_fd4527874c9ef4ca19fb5773,0.8734177215189873,11,168
exp41a_ru_fd51ea17bd61ec499167b8af,0.9206349206349206,12,249
exp41a_ru_fdb5594e2ae47ef636c16e22,0.6086956521739131,12,255
exp41a_ru_fddaad65a881ee56a14c47b1,0.8051948051948052,5,247
exp41a_ru_fde2f278fe1c810787960d01,0.813953488372093,12,250
exp41a_ru_fe542ddeb880fbbd9efa2572,0.94,11,250
exp41a_ru_fe5a7b9bd6d3dfa840fa66ee,0.7802197802197802,7,221
exp41a_ru_fe818ce0f3515405c365fc70,0.9444444444444444,10,204
exp41a_ru_fea009ea26b025a989829050,0.9056603773584906,6,220
exp41a_ru_fee083e99b81feefdffa663c,0.775,7,244
exp41a_ru_fef137853b02a30ff279e38e,0.8125,7,254
exp41a_ru_ff7d38bdb3339087288b731c,0.9375,12,199
exp41a_ru_ffd47d3fd731104cb9b23369,0.925531914893617,12,197
